"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","OWN"
"238","Spencer Brown (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"239","Mason Stokke (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"240","Gerrid Doaks (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"241","Gary Brightwell (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"242","Ben Mason (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"243","Kenneth Gainwell (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7%"
"244","Brenden Knox (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"245","Tony Pollard (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.1%"
"246","Jordan Scarlett (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"247","Damarea Crockett (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"248","Travis Homer (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"249","Benny Snell Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2%"
"250","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"251","Isaac Nauta (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"252","Darwin Thompson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"253","Darrell Henderson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.2%"
"254","Alec Ingold (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"255","Aca'Cedric Ware (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"256","Mike Weber (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"257","Alexander Mattison (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.8%"
"258","Dexter Williams (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"259","Cullen Gillaspia (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Jakob Johnson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Christian Wade (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Devine Ozigbo (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"263","Qadree Ollison (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3%"
"264","Devin Singletary (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.5%"
"265","Josh Jacobs (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.3%"
"266","Justice Hill (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5%"
"267","David Montgomery (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.9%"
"268","Damien Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.8%"
"269","Ty Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4%"
"270","Jacques Patrick (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"271","Patrick Laird (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"272","Elijah Holyfield (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Miles Sanders (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.1%"
"274","Pooka Williams Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"275","Khalil Herbert (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"276","Javian Hawkins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9%"
"277","Javonte Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.3%"
"278","Michael Carter (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.3%"
"279","Rhamondre Stevenson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"280","Stevie Scott III (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"281","CJ Marable (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"282","Mekhi Sargent (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"283","Demetric Felton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"284","Deon Jackson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"285","Chris Evans (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"286","Jaret Patterson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"287","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"288","Trey Ragas (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"289","Andre Anderson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"290","Shane Bannon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"291","Taiwan Jones (BUF)","0","0","0","0","0","0","0","2","0","0","0","0","6","0.0","0.0","0.1%"
"292","Jay Finley (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"293","Xavier Omon (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"294","Garrett Mills (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"295","Rodney Stewart (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"296","Nick Bellore (SEA)","1","0","0.0","0","0","0","4","4","15","3.8","0","0","14","0.0","0.0","0.0%"
"297","Isaac Odim (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"298","Chad Spann (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"299","Dantrell Savage (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"300","Javarris Williams (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"301","Anthony Alridge (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"302","Chad Simpson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"303","Mike Bell (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"304","Samkon Gado (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"305","Kenny Irons (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"306","Matt Lawrence (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"307","Marcus Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"308","Marcus Mailei (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"309","Madison Hedgecock (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"310","J.P. Holtz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Tra Carson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"312","Thomas Rawls (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"313","Dare Ogunbowale (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"314","Myles Gaskin (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.8%"
"315","Lavon Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0",""
"316","Trey Edmunds (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"317","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.1%"
"318","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.1%"
"319","Troymaine Pope (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"320","Brandin Bryant (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Joe Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"322","Khalfani Muhammad (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Matt Dayes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"324","Cethan Carter (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"325","Carlin Isles (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"326","Tyler Gaffney (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"327","Jerick McKinnon (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"328","Tim Flanders (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"329","Willie Carter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"330","Cordarrelle Patterson (ATL)","42","228","5.4","27","2","1","21","28","247","11.8","3","1","15","0.0","0.0","2.0%"
"331","Brennan Clay (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"332","Otis Anderson Jr. (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"333","Senorise Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"334","De'Angelo Henderson Sr. (FA)","2","19","9.5","13","0","0","0","0","0","0","0","1","3","-0.1","-0.0","0.0%"
"335","Robert Turbin (FA)","4","10","2.5","5","0","0","1","2","3","3.0","0","1","2","-0.2","-0.1","0.0%"
""
""
